"goingout","gender","age","country","state","X100grandbar","maryjanes","blackjacks","bonkers","bottlecaps","butterfinger","cadburycremeeggs","candycorn","caramellos","chickosticks","chiclets","coffeecrisp","dots","googooclusters","goodplenty","gummybears","heathbar","hersheysdarkchocolate","hersheysmilkchocolate","hersheyskisses","jollyranchers","almondjoy","juniormints","kinderhappyhippo","kitkat","laffytaffy","lemonhead","redlicorice","blacklicorice","lindttruffle","lollipops","mars","maynards","mikeike","milkduds","milkyway","mms","peanutbuttermms","hersheysmintkisses","mrgoodbar","neccowafers","nerds","crunchbar","nowlater","peeps","pixiesticks","reesespeanutbuttercup","reesespieces","reggiejacksonbar","rolos","skittles","americansmarties","europeansmarties","snickers","sourpatchkids","starburst","sweettarts","swedishfish","sweetumsafriendtodiabetes","take5","tictacs","X3musketeers","tolberone","trailmix","twix","yorkpeppermintpatties"
"No","Male",49,"USA","NY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH"
"No","Male",28,"USA","MI","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY"
"No","Male",41,"USA","CALIFORNIA","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",44,"USA","OR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","JOY"
"No","Male",40,"USA","IN","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR"
"No","Female",38,"USA","NY","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",47,"USA","MA","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY"
"No","Female",29,"USA","CO","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY"
"Yes","Male",27,"USA","VA","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR"
"No","Female",35,"USA","MD","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR"
"No","Female",40,"USA","ID","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","JOY"
"No","Male",49,"USA","TX","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","MEH","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH"
"Yes","Male",40,"CANADA","ON","MEH","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR"
"No","Male",14,"UK","WESTYORKSHIRE","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","MEH","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY"
"No","Male",37,"USA","IL","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","JOY","MEH"
"No","Female",38,"USA","MO","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",48,"USA","NM","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Female",41,"USA","NC","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","MEH","JOY","MEH"
"No","Female",38,"USA","GA","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"No","Female",33,"USA","VA","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY"
"No","Male",35,"USA","HI","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH"
"Yes","Male",NA,"","","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY"
"No","Male",47,"USA","MO","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH"
"No","Male",27,"USA","MA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH"
"No","Other",35,"USA","NJ","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"No","Female",29,"USA","MA","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"No","Male",33,"USA","CO","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY"
"No","Male",48,"USA","FL","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH"
"No","Male",43,"USA","AR","JOY","MEH","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR"
"No","Male",41,"USA","CA","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY"
"No","Male",58,"USA","MD","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY"
"No","Male",54,"USA","WA","JOY","MEH","MEH","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH"
"No","Female",35,"USA","TN","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY"
"No","Male",47,"USA","CALIFORNIA","MEH","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH"
"No","Female",49,"USA","CALIFORNIA","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","JOY","MEH"
"No","Male",39,"USA","WA","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH"
"No","Male",60,"USA","WA","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH"
"No","Male",36,"USA","VA","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR"
"Yes","Male",44,"USA","OK","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH"
"No","Male",41,"USA","IL","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR"
